0.088197 317.15
0.14587 311.85
0.20354 306.56
0.26122 301.26
0.31889 295.97
0.37656 290.67
0.43424 285.38
0.49191 280.09
0.54958 274.79
0.60725 269.5
0.66493 264.2
0.7226 258.91
0.78027 253.61
0.83795 248.32
0.89562 243.02
0.95329 237.73
1.011 232.43
1.0686 227.14
1.1263 221.84
1.184 216.55
1.2417 211.25
1.2993 205.96
1.357 200.66
1.4147 195.37
1.4724 190.07
1.53 184.78
1.5877 179.49
1.6454 174.19
1.703 168.9
1.7607 163.6
1.8184 158.31
1.8761 153.01
1.9337 147.72
1.9914 142.42
2.0491 137.13
2.1068 131.83
2.1644 126.54
2.2221 121.24
2.2798 115.95
2.3374 110.65
2.3951 105.36
2.4528 100.06
2.5105 94.77
2.5681 89.475
2.6258 84.18
2.6835 78.885
2.7412 73.591
2.7988 68.296
2.8565 63.001
2.9142 57.706
2.9719 52.412
3.0295 47.117
3.0872 41.822
3.1449 36.037
3.2025 31.233
3.2602 27.156
3.3179 23.75
3.3756 20.827
3.4332 18.359
3.4909 16.199
3.5486 14.319
3.6063 12.675
3.6639 11.207
3.7216 9.9022
3.7793 8.7309
3.8369 7.6782
3.8946 6.7181
3.9523 5.8477
4.01 5.0318
4.0676 4.3649
4.1253 3.6909
4.183 3.1496
4.2407 2.6348
4.2983 2.1865
4.356 1.7703
4.4137 1.4481
4.4714 1.1452
4.529 0.90596
4.5867 0.68136
4.6444 0.53507
4.702 0.3867
4.7597 0.29117
4.8174 0.22823
4.8751 0.19292
4.9327 0.20432
4.9904 0.18843
5.0481 0.24829
5.1058 0.32195
5.1634 0.3825
5.2211 0.43901
5.2788 0.54206
5.3364 0.62445
5.3941 0.72106
5.4518 0.80993
5.5095 0.88957
5.5671 0.9557
5.6248 1.0328
5.6825 1.1403
5.7402 1.172
5.7978 1.2814
5.8555 1.3167
5.9132 1.3335
5.9709 1.3682
6.0285 1.4153
6.0862 1.4144
6.1439 1.441
6.2015 1.422
6.2592 1.3535
6.3169 1.3626
6.3746 1.3182
6.4322 1.2305
6.4899 1.1947
6.5476 1.1065
6.6053 1.052
6.6629 1.0096
6.7206 0.92991
6.7783 0.87446
6.8359 0.82564
6.8936 0.77
6.9513 0.7055
7.009 0.67763
7.0666 0.64348
7.1243 0.61206
7.182 0.60046
7.2397 0.56137
7.2973 0.5169
7.355 0.52171
7.4127 0.53314
7.4704 0.50056
7.528 0.49936
7.5857 0.48792
7.6434 0.50379
7.701 0.55513
7.7587 0.53039
7.8164 0.51388
7.8741 0.57149
7.9317 0.6086
7.9894 0.62193
8.0471 0.63254
8.1048 0.62872
8.1624 0.68371
8.2201 0.67497
8.2778 0.68814
8.3354 0.68005
8.3931 0.69125
8.4508 0.72953
8.5085 0.72162
8.5661 0.68832
8.6238 0.6906
8.6815 0.65768
8.7392 0.66519
8.7968 0.632
8.8545 0.63318
8.9122 0.59829
8.9699 0.57093
9.0275 0.55843
9.0852 0.56513
9.1429 0.52886
9.2005 0.52958
9.2582 0.51076
9.3159 0.52756
9.3736 0.47558
9.4312 0.49588
9.4889 0.50882
9.5466 0.45294
9.6043 0.48183
9.6619 0.45905
9.7196 0.47088
9.7773 0.44946
9.8349 0.45337
9.8926 0.46115
9.9503 0.44695
10.008 0.47529
10.066 0.47108
10.123 0.45765
10.181 0.4645
10.239 0.44421
10.296 0.50795
