0.073841 213.64
0.1338 208.84
0.19376 204.04
0.25372 199.25
0.31367 194.45
0.37363 189.65
0.43359 184.86
0.49355 180.06
0.55351 175.27
0.61347 170.47
0.67342 165.67
0.73338 160.88
0.79334 156.08
0.8533 151.28
0.91326 146.49
0.97321 141.69
1.0332 136.89
1.0931 132.1
1.1531 127.3
1.213 122.51
1.273 117.71
1.333 112.91
1.3929 108.12
1.4529 103.32
1.5128 98.523
1.5728 93.727
1.6328 88.931
1.6927 84.134
1.7527 79.338
1.8126 74.542
1.8726 69.745
1.9325 64.949
1.9925 60.153
2.0525 55.356
2.1124 50.56
2.1724 45.764
2.2323 40.967
2.2923 36.171
2.3523 31.374
2.4122 26.578
2.4722 21.782
2.5321 16.985
2.5921 12.189
2.652 6.4389
2.712 2.5963
2.772 0.015475
2.8319 -1.6596
2.8919 -2.6178
2.9518 -3.0741
3.0118 -3.1562
3.0718 -3.0354
3.1317 -2.7517
3.1917 -2.3798
3.2516 -1.9522
3.3116 -1.5412
3.3715 -1.1434
3.4315 -0.77465
3.4915 -0.3778
3.5514 -0.11405
3.6114 0.1216
3.6713 0.35776
3.7313 0.47943
3.7912 0.61369
3.8512 0.6517
3.9112 0.65302
3.9711 0.64375
4.0311 0.58449
4.091 0.49039
4.151 0.40374
4.211 0.27725
4.2709 0.13743
4.3309 -0.021802
4.3908 -0.15506
4.4508 -0.30105
4.5107 -0.46888
4.5707 -0.60468
4.6307 -0.73773
4.6906 -0.86866
4.7506 -0.94551
4.8105 -1.0389
4.8705 -1.1302
4.9305 -1.1792
4.9904 -1.2151
5.0504 -1.2644
5.1103 -1.2697
5.1703 -1.2751
5.2302 -1.27
5.2902 -1.3079
5.3502 -1.2941
5.4101 -1.3153
5.4701 -1.3168
5.53 -1.2891
5.59 -1.2538
5.65 -1.2037
5.7099 -1.1329
5.7699 -1.0869
5.8298 -1.0149
5.8898 -0.92209
5.9497 -0.82581
6.0097 -0.72988
6.0697 -0.65042
6.1296 -0.58324
6.1896 -0.51991
6.2495 -0.46694
6.3095 -0.48237
6.3695 -0.47947
6.4294 -0.45758
6.4894 -0.47347
6.5493 -0.4864
6.6093 -0.52154
6.6692 -0.52593
6.7292 -0.57188
6.7892 -0.57072
6.8491 -0.58371
6.9091 -0.60857
6.969 -0.62324
7.029 -0.64211
7.089 -0.6592
7.1489 -0.68092
7.2089 -0.68818
7.2688 -0.69498
7.3288 -0.70776
7.3887 -0.70758
7.4487 -0.70316
7.5087 -0.72578
7.5686 -0.71974
7.6286 -0.74546
7.6885 -0.72977
7.7485 -0.71775
7.8084 -0.69616
7.8684 -0.69704
7.9284 -0.68175
7.9883 -0.66811
8.0483 -0.65295
8.1082 -0.62765
8.1682 -0.635
8.2282 -0.62066
8.2881 -0.61144
8.3481 -0.58816
8.408 -0.57106
8.468 -0.57603
8.5279 -0.50709
8.5879 -0.53449
8.6479 -0.53671
8.7078 -0.52657
8.7678 -0.54537
8.8277 -0.54005
8.8877 -0.51257
8.9477 -0.54009
9.0076 -0.55266
9.0676 -0.52388
9.1275 -0.51555
9.1875 -0.52955
9.2474 -0.52402
9.3074 -0.51105
9.3674 -0.51117
9.4273 -0.536
9.4873 -0.51832
9.5472 -0.51198
9.6072 -0.53032
9.6672 -0.5147
9.7271 -0.53565
9.7871 -0.51814
9.847 -0.52661
9.907 -0.48771
9.9669 -0.49821
10.027 -0.49374
10.087 -0.49313
10.147 -0.46853
10.207 -0.45788
10.267 -0.46711
10.327 -0.43553
10.387 -0.46279
10.447 -0.46468
10.507 -0.46953
10.567 -0.44234
10.626 -0.46981
10.686 -0.43362
10.746 -0.44389
10.806 -0.43735
10.866 -0.44952
10.926 -0.43221
10.986 -0.41605
11.046 -0.45816
11.106 -0.42404
11.166 -0.42514
11.226 -0.41485
11.286 -0.42523
11.346 -0.41554
11.406 -0.42114
11.466 -0.40853
11.526 -0.42406
11.586 -0.43936
11.646 -0.44026
11.706 -0.43702
11.766 -0.40402
11.826 -0.45249
11.886 -0.4192
11.946 -0.45066
12.006 -0.41842
12.065 -0.42272
12.125 -0.43908
12.185 -0.43751
12.245 -0.41016
12.305 -0.41069
12.365 -0.41477
12.425 -0.41449
12.485 -0.41588
12.545 -0.40775
12.605 -0.39686
12.665 -0.37848
12.725 -0.39332
12.785 -0.39332
12.845 -0.37759
12.905 -0.38873
12.965 -0.41022
13.025 -0.3798
13.085 -0.39082
13.145 -0.39247
13.205 -0.39282
13.265 -0.39861
13.325 -0.38535
13.385 -0.38736
13.445 -0.39351
13.504 -0.36831
13.564 -0.38986
13.624 -0.38118
13.684 -0.37456
13.744 -0.37242
13.804 -0.36535
13.864 -0.37443
13.924 -0.36943
13.984 -0.37593
14.044 -0.35393
14.104 -0.35242
14.164 -0.35093
14.224 -0.34944
14.284 -0.34798
14.344 -0.34652
14.404 -0.34507
14.464 -0.34364
14.524 -0.34222
14.584 -0.34081
14.644 -0.33941
14.704 -0.33803
14.764 -0.33665
14.824 -0.33529
14.884 -0.33394
14.943 -0.33259
15.003 -0.33126
15.063 -0.32994
15.123 -0.32863
15.183 -0.32733
15.243 -0.32605
15.303 -0.32477
15.363 -0.3235
15.423 -0.32224
15.483 -0.32099
15.543 -0.31975
15.603 -0.31852
15.663 -0.3173
15.723 -0.31609
15.783 -0.31489
15.843 -0.31369
15.903 -0.31251
15.963 -0.31133
16.023 -0.31017
16.083 -0.30901
16.143 -0.30786
16.203 -0.30672
16.263 -0.30559
16.323 -0.30447
16.382 -0.30335
16.442 -0.30224
16.502 -0.30114
16.562 -0.30005
16.622 -0.29897
16.682 -0.29789
16.742 -0.29683
16.802 -0.29577
16.862 -0.29471
16.922 -0.29367
16.982 -0.29263
17.042 -0.2916
17.102 -0.29058
17.162 -0.28956
17.222 -0.28855
17.282 -0.28755
17.342 -0.28656
17.402 -0.28557
17.462 -0.28459
17.522 -0.28361
17.582 -0.28265
17.642 -0.28169
17.702 -0.28073
17.762 -0.27978
17.821 -0.27884
17.881 -0.27791
17.941 -0.27698
18.001 -0.27605
18.061 -0.27514
18.121 -0.27423
18.181 -0.27332
18.241 -0.27242
18.301 -0.27153
18.361 -0.27064
18.421 -0.26976
18.481 -0.26888
18.541 -0.26801
