0.080335 202.08
0.14078 198.02
0.20123 193.96
0.26167 189.9
0.32212 185.84
0.38256 181.78
0.44301 177.71
0.50345 173.65
0.5639 169.59
0.62434 165.53
0.68479 161.47
0.74523 157.4
0.80568 153.34
0.86613 149.28
0.92657 145.22
0.98702 141.16
1.0475 137.09
1.1079 133.03
1.1684 128.97
1.2288 124.91
1.2892 120.85
1.3497 116.78
1.4101 112.72
1.4706 108.66
1.531 104.6
1.5915 100.54
1.6519 96.475
1.7124 92.413
1.7728 88.351
1.8333 84.289
1.8937 80.228
1.9541 76.166
2.0146 72.104
2.075 68.042
2.1355 63.98
2.1959 59.918
2.2564 55.856
2.3168 51.794
2.3773 47.732
2.4377 43.67
2.4982 39.609
2.5586 35.547
2.619 31.229
2.6795 27.423
2.7399 24.189
2.8004 21.288
2.8608 18.69
2.9213 16.414
2.9817 14.358
3.0422 12.577
3.1026 10.996
3.1631 9.5755
3.2235 8.3235
3.2839 7.2326
3.3444 6.2161
3.4048 5.3406
3.4653 4.5167
3.5257 3.8093
3.5862 3.1802
3.6466 2.6162
3.7071 2.1283
3.7675 1.7227
3.828 1.3542
3.8884 1.0413
3.9488 0.80579
4.0093 0.62665
4.0697 0.50843
4.1302 0.40536
4.1906 0.33594
4.2511 0.31557
4.3115 0.31273
4.372 0.31287
4.4324 0.36566
4.4929 0.43097
4.5533 0.486
4.6137 0.52666
4.6742 0.58193
4.7346 0.67904
4.7951 0.76758
4.8555 0.8076
4.916 0.89752
4.9764 0.9209
5.0369 0.98341
5.0973 1.051
5.1578 1.0583
5.2182 1.1196
5.2786 1.1617
5.3391 1.1639
5.3995 1.2136
5.46 1.1987
5.5204 1.1961
5.5809 1.2004
5.6413 1.1619
5.7018 1.1266
5.7622 1.0978
5.8227 1.0637
5.8831 1.0008
5.9435 0.95394
6.004 0.91602
6.0644 0.83589
6.1249 0.81357
6.1853 0.76386
6.2458 0.74213
6.3062 0.6883
6.3667 0.67134
6.4271 0.64962
6.4876 0.62988
6.548 0.5843
6.6084 0.56666
6.6689 0.57878
6.7293 0.56269
6.7898 0.55507
6.8502 0.55535
6.9107 0.55927
6.9711 0.58804
7.0316 0.59556
7.092 0.61283
7.1525 0.63728
7.2129 0.64088
7.2733 0.66272
7.3338 0.68297
7.3942 0.70634
7.4547 0.69673
7.5151 0.73113
7.5756 0.71014
7.636 0.74377
7.6965 0.72724
7.7569 0.72472
7.8174 0.7189
7.8778 0.71701
7.9382 0.70386
7.9987 0.69231
8.0591 0.67759
8.1196 0.68123
8.18 0.66909
8.2405 0.67444
8.3009 0.62309
8.3614 0.6043
8.4218 0.58714
8.4823 0.5665
8.5427 0.6165
8.6031 0.56462
8.6636 0.56359
8.724 0.535
8.7845 0.53975
8.8449 0.51987
8.9054 0.50264
8.9658 0.51515
9.0263 0.49243
